City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,lorengau,-2.0226,147.2712,300.51,77,overcast clouds,0.64,PG,1690657771
291,santiago de cao,-7.9589,-79.2392,296.22,73,fog,4.63,PE,1690658167
292,as sanad,34.4628,9.264,312.29,23,clear sky,4.42,TN,1690658168
293,rothenbach an der pegnitz,49.483,11.2412,295.01,69,clear sky,3.6,DE,1690658168
294,cockburn town,21.4612,-71.1419,305.13,62,scattered clouds,6.17,TC,1690657812
295,kasongo-lunda,-6.4667,16.8167,299.75,37,clear sky,0.73,CD,1690658169
296,oyama,36.3,139.8,302.92,73,few clouds,1.33,JP,1690658169
297,arraial do cabo,-22.9661,-42.0278,294.07,73,overcast clouds,2.57,BR,1690657717
298,palmer,42.1584,-72.3287,303.5,63,broken clouds,4.12,US,1690658130
299,coahuayana de hidalgo,18.7,-103.6583,308.7,48,clear sky,3.22,MX,1690657746
300,tofol,5.3248,163.0078,301.81,75,light rain,3.64,FM,1690658170
301,pindi gheb,33.2402,72.2661,304.43,61,broken clouds,3.48,PK,1690658170
302,okha,53.5739,142.9478,284.74,98,overcast clouds,4.33,RU,1690658171
303,weyburn,49.6668,-103.8511,296.27,38,few clouds,1.54,CA,1690658171
304,hermanus,-34.4187,19.2345,283.04,73,light rain,8.88,ZA,1690657740
305,banamba,13.55,-7.45,303.83,52,scattered clouds,3.22,ML,1690658173
306,nuuk,64.1835,-51.7216,280.1,83,overcast clouds,6.98,GL,1690657831
307,ialibu,-6.2821,143.9935,286.72,98,broken clouds,0.32,PG,1690658174
308,shingu,33.7333,135.9833,297.87,88,overcast clouds,1.33,JP,1690657912
309,porto torres,40.835,8.3972,299.25,72,clear sky,1.67,IT,1690658175
310,bratsk,56.1325,101.6142,292.42,79,light rain,0.99,RU,1690658175
311,ocean shores,46.9737,-124.1563,292.6,75,overcast clouds,5.66,US,1690658176
312,brookings,44.3114,-96.7984,299.34,50,clear sky,4.63,US,1690657880
313,ron phibun,8.1791,99.8542,297.96,94,broken clouds,2.4,TH,1690658176
314,qamdo,31.1667,97.2333,280.9,65,broken clouds,0.9,CN,1690657903
315,bellefonte,40.9134,-77.7783,301.38,69,broken clouds,5.66,US,1690658177
316,pingnan,23.5543,110.3976,299.5,92,broken clouds,0.24,CN,1690658177
317,laojunmiao,39.8333,97.7333,295.9,35,clear sky,2.78,CN,1690657606
318,la ronge,55.1001,-105.2842,297.27,35,smoke,5.14,CA,1690658178
319,pecos,31.4229,-103.4932,309.61,19,clear sky,2.57,US,1690658178
320,rongelap,11.1635,166.8941,301.5,80,light rain,9.93,MH,1690658178
321,saint croix,17.7397,-64.7388,303.4,66,clear sky,7.72,VI,1690658179
322,patu,-6.11,-37.6367,307.21,25,clear sky,4.04,BR,1690658180
323,klaksvik,62.2266,-6.589,287.66,98,overcast clouds,8.51,FO,1690658180
324,anantapur,14.6833,77.6,298.75,73,scattered clouds,8.5,IN,1690658180
325,vorgashor,67.5833,63.95,286.35,86,few clouds,1.93,RU,1690657749
326,guerrero negro,27.9769,-114.0611,300.68,47,clear sky,5.3,MX,1690657890
327,kirakira,-10.4544,161.9205,298.43,89,light rain,3.96,SB,1690657689
328,chernomorskoye,45.5039,32.6997,295.41,72,clear sky,4.53,UA,1690658181
329,angra do heroismo,38.65,-27.2167,300.49,83,scattered clouds,3.58,PT,1690658182
330,ixmiquilpan,20.4833,-99.2333,299.85,43,clear sky,5.22,MX,1690658182
331,bureya,49.8133,129.8131,289.87,97,broken clouds,1.62,RU,1690658182
332,raton,36.9034,-104.4391,305.34,26,few clouds,2.96,US,1690658183
333,new norfolk,-42.7826,147.0587,289.22,65,overcast clouds,6.76,AU,1690658183
334,mikuni,36.2171,136.1519,299.1,70,clear sky,3.52,JP,1690658183
335,tabou,4.423,-7.3528,298.28,84,light rain,3.18,CI,1690657751
336,yarmouth,41.7057,-70.2286,302.93,79,clear sky,5.66,US,1690658184
337,bo phloi,14.3236,99.5161,299.2,76,overcast clouds,2.81,TH,1690658184
338,manggar,-2.8833,108.2667,300.24,73,overcast clouds,6.83,ID,1690658185
339,clarksdale,34.2001,-90.5709,307.54,55,few clouds,3.6,US,1690658181
340,kenai,60.5544,-151.2583,288.23,95,light rain,1.54,US,1690657789
341,dunedin,-45.8742,170.5036,280.26,81,few clouds,0.45,NZ,1690658185
342,victorica,-36.2151,-65.4359,296.65,24,broken clouds,8.04,AR,1690657614
343,chak azam sahu,30.75,73.0333,304.56,60,clear sky,2.09,PK,1690658186
344,port saint john's,-31.6229,29.5448,291.87,66,light rain,6.46,ZA,1690657867
345,santa cruz,-17.8,-63.1667,299.85,44,few clouds,3.09,BO,1690658187
346,sinop,41.7711,34.8709,288.14,92,clear sky,1.03,TR,1690657599
347,terrace,54.5163,-128.6035,298.27,43,smoke,3.09,CA,1690658014
348,bardai,11.65,7.2333,300.0,64,overcast clouds,3.93,NG,1690658187
349,hammerfest,70.6634,23.6821,283.4,93,overcast clouds,5.14,NO,1690657876
350,linqiong,30.4159,103.4609,299.05,85,clear sky,1.32,CN,1690658188
351,livny,52.4253,37.6069,287.61,82,overcast clouds,3.09,RU,1690658188
352,bloomsburg,41.0037,-76.4549,304.88,70,overcast clouds,1.34,US,1690658189
353,halifax,44.6453,-63.5724,301.67,69,broken clouds,4.63,CA,1690658189
354,natal,-5.795,-35.2094,303.27,51,few clouds,6.17,BR,1690657543
355,leer,53.2316,7.461,293.14,90,clear sky,3.35,DE,1690657808
356,goseong,34.9763,128.3236,297.17,92,few clouds,1.15,KR,1690658190
357,okulovka,58.4008,33.2908,285.85,95,clear sky,2.03,RU,1690658190
358,sao vicente,-23.9631,-46.3919,293.25,26,overcast clouds,0.89,BR,1690657966
359,pisco,-13.7,-76.2167,294.18,73,clear sky,6.17,PE,1690657631
360,college,64.8569,-147.8028,293.12,77,smoke,3.6,US,1690657968
361,taro,-8.3862,115.28,294.18,95,overcast clouds,1.64,ID,1690657822
362,el granada,37.5027,-122.4694,303.19,69,mist,8.23,US,1690657756
363,carutapera,-1.195,-46.02,302.2,70,clear sky,4.52,BR,1690657812
364,robore,-18.3333,-59.75,303.17,39,clear sky,0.86,BO,1690657770
365,kormend,47.011,16.606,292.22,79,few clouds,0.14,HU,1690658192
366,selfoss,63.9331,-20.9971,287.62,72,overcast clouds,2.24,IS,1690658192
367,kinzan,36.1031,127.4889,296.32,90,broken clouds,0.97,KR,1690658193
368,kill devil hills,36.0307,-75.676,305.16,66,scattered clouds,8.75,US,1690657816
369,alaghsas,17.0187,8.0168,310.64,17,broken clouds,3.3,NE,1690657825
370,coyhaique,-45.5752,-72.0662,281.12,76,moderate rain,2.57,CL,1690658195
371,buka,40.8108,69.1986,300.11,19,clear sky,1.32,UZ,1690658195
372,laguna,38.421,-121.4238,308.03,32,clear sky,3.6,US,1690657931
373,labytnangi,66.6572,66.4183,287.68,78,clear sky,2.5,RU,1690658196
374,knysna,-34.0363,23.0471,284.5,90,moderate rain,12.37,ZA,1690658197
375,cidade velha,14.9167,-23.6167,300.41,65,scattered clouds,6.17,CV,1690658197
376,palikir - national government center,6.9248,158.1611,296.56,100,light rain,1.54,FM,1690657639
377,saldanha,-33.0117,17.9442,285.03,70,light rain,9.64,ZA,1690657767
378,sinabang,2.4803,96.3801,299.61,79,broken clouds,0.93,ID,1690657731
379,tocoa,15.6833,-86.0,301.94,90,light rain,0.54,HN,1690658198
380,eaton,42.6,-84.85,301.15,50,clear sky,3.6,US,1690658198
381,shancheng,34.7953,116.0817,298.36,95,overcast clouds,6.37,CN,1690658199
382,sabang,5.8933,95.3214,301.37,80,overcast clouds,10.41,ID,1690658199
383,serafimovskiy,54.4241,53.7964,294.19,63,scattered clouds,0.66,RU,1690658199
384,kargasok,59.0556,80.8572,289.5,82,overcast clouds,1.73,RU,1690657964
385,tevriz,57.509,72.4042,288.47,99,scattered clouds,2.0,RU,1690658200
386,oranjemund,-28.55,16.4333,284.47,77,light rain,2.89,NA,1690657798
387,pinotepa nacional,16.3167,-98.0167,308.48,43,clear sky,4.08,MX,1690658200
388,kalymnos,36.95,26.9833,300.89,57,clear sky,7.2,GR,1690658167
389,tshabong,-26.05,22.45,281.13,44,clear sky,6.38,BW,1690657898
390,dagua,3.6569,-76.6886,306.43,74,overcast clouds,2.34,CO,1690658201
391,khandyga,62.6667,135.6,284.78,63,broken clouds,0.42,RU,1690657611
392,kruisfontein,-34.0033,24.7314,285.27,53,overcast clouds,11.91,ZA,1690657630
393,thomson,33.4707,-82.5046,299.04,89,broken clouds,1.54,US,1690658202
394,itaguacu,-19.8019,-40.8556,297.46,74,overcast clouds,1.29,BR,1690658202
395,broome,42.2506,-75.833,299.91,81,overcast clouds,5.14,US,1690657997
396,oamaru,-45.0784,170.9801,276.14,86,clear sky,2.79,NZ,1690657911
397,thames,-37.1333,175.5333,280.34,93,broken clouds,0.65,NZ,1690658203
398,prince rupert,54.3161,-130.3201,287.2,94,mist,2.06,CA,1690657778
399,peniche,39.3558,-9.3811,296.64,85,clear sky,6.65,PT,1690657753
400,taunton,51.0211,-3.1047,292.3,69,few clouds,2.24,GB,1690658203
401,kasane,-17.8167,25.15,293.68,25,broken clouds,1.32,BW,1690658204
402,brandon,27.9378,-82.2859,307.75,74,light rain,3.09,US,1690658002
403,obihiro,42.9172,143.2044,296.13,85,light rain,2.09,JP,1690658206
404,eraan,9.0629,117.7016,299.84,75,overcast clouds,2.66,PH,1690657913
405,siem reap,13.5,104.0,300.01,83,light rain,2.22,KH,1690658206
406,mumbwa,-14.9783,27.0619,293.11,28,clear sky,1.75,ZM,1690658207
407,le vauclin,14.5452,-60.8388,305.18,62,broken clouds,6.69,MQ,1690658207
408,lusambo,-4.9667,23.45,299.78,33,clear sky,0.18,CD,1690658207
409,chibougamau,49.9168,-74.3659,288.45,54,broken clouds,2.73,CA,1690657748
410,shadipur julana,29.1333,76.4167,301.81,80,clear sky,1.94,IN,1690658208
411,ambon,-3.6954,128.1814,299.23,89,broken clouds,3.09,ID,1690658209
412,nuku'alofa,-21.1333,-175.2,284.34,100,few clouds,1.03,TO,1690658209
413,la calera,-31.3438,-64.3353,303.97,18,clear sky,3.6,AR,1690658209
414,bhimunipatnam,17.8833,83.4333,301.88,72,overcast clouds,3.12,IN,1690658209
415,rio grande,-32.035,-52.0986,289.21,67,overcast clouds,2.44,BR,1690657975
416,gangneung,37.7556,128.8961,300.46,72,few clouds,1.75,KR,1690658210
417,hadibu,12.65,54.0333,299.27,76,clear sky,7.9,YE,1690657915
418,havre,49.5833,0.3333,292.15,82,overcast clouds,6.17,FR,1690658210
419,crucecita,-28.95,-58.9833,294.67,32,clear sky,3.42,AR,1690657772
420,namibe,-15.1961,12.1522,290.75,70,clear sky,4.85,AO,1690658211
421,novaya igirma,57.1334,103.9112,291.98,77,overcast clouds,2.11,RU,1690658211
422,florence,43.7667,11.25,300.19,59,clear sky,1.54,IT,1690658106
423,novska,45.3406,16.9769,295.69,68,clear sky,1.33,HR,1690658211
424,balakovo,52.0278,47.8007,295.87,56,overcast clouds,3.47,RU,1690658145
425,constantia,44.1833,28.65,296.53,67,overcast clouds,5.56,RO,1690657680
426,pamandzi,-12.7967,45.2794,297.03,83,few clouds,2.57,YT,1690658212
427,ambagarh chauki,20.7833,80.7167,297.91,93,heavy intensity rain,3.09,IN,1690658212
428,lompoc,34.6391,-120.4579,308.71,62,few clouds,1.79,US,1690657983
429,fort bragg,35.139,-79.006,305.47,62,few clouds,4.63,US,1690657765
430,port-vila,-17.7338,168.3219,293.38,74,overcast clouds,5.72,VU,1690657793
431,saurimo,-9.6608,20.3916,295.31,23,clear sky,1.0,AO,1690658213
432,farafangana,-22.8167,47.8333,293.45,80,light rain,3.89,MG,1690658213
433,marsabit,2.3284,37.9899,294.06,55,overcast clouds,9.35,KE,1690658213
434,lahad datu,5.0268,118.327,298.33,81,overcast clouds,1.91,MY,1690658214
435,the bottom,17.6259,-63.2492,303.46,76,overcast clouds,7.98,BQ,1690658214
436,anloga,5.7947,0.8973,298.25,89,scattered clouds,4.78,GH,1690658214
437,susuman,62.7833,148.1667,283.17,76,overcast clouds,0.74,RU,1690657646
438,la palma,33.8464,-118.0467,312.87,66,broken clouds,4.12,US,1690658215
439,chegdomyn,51.1167,133.0167,289.46,98,moderate rain,0.58,RU,1690657626
440,lauro de freitas,-12.8944,-38.3272,300.16,74,scattered clouds,3.6,BR,1690658215
441,qarazhal,48.0078,70.7903,301.78,30,scattered clouds,2.92,KZ,1690658215
442,campbellton,48.0075,-66.6727,294.4,47,overcast clouds,5.09,CA,1690658215
443,tommot,58.9564,126.2925,286.1,91,clear sky,0.3,RU,1690657649
444,manokwari,-0.8667,134.0833,298.49,86,overcast clouds,0.28,ID,1690657898
445,hobyo,5.3505,48.5268,298.01,87,scattered clouds,9.79,SO,1690658221
446,wenchang,30.904,118.4887,297.09,96,light rain,2.23,CN,1690658221
447,chonchi,-42.6128,-73.8092,285.99,78,overcast clouds,4.71,CL,1690657354
448,kavieng,-2.5744,150.7967,300.47,78,clear sky,1.97,PG,1690658222
449,kaele,10.1092,14.4508,302.51,49,overcast clouds,0.53,CM,1690658222
450,rawson,-43.3002,-65.1023,292.11,34,scattered clouds,11.1,AR,1690657966
451,plastun,44.7561,136.2939,296.47,73,light rain,1.96,RU,1690657808
452,mejit,10.2753,170.8646,301.4,79,light rain,9.52,MH,1690657720
453,el carril,-25.0741,-65.4917,296.62,29,clear sky,2.42,AR,1690658223
454,collie,-33.3667,116.15,283.91,97,broken clouds,1.42,AU,1690658223
455,princeville,45.7668,-61.2985,297.93,65,few clouds,8.23,CA,1690658223
456,kunming,25.0389,102.7183,291.11,94,broken clouds,2.0,CN,1690658224
457,tsiombe,-25.3,45.4833,291.45,90,clear sky,2.27,MG,1690658224
458,la mure,44.9026,5.7866,292.56,94,moderate rain,1.65,FR,1690658224
459,kilkeel,54.062,-6.0031,289.79,81,scattered clouds,8.91,GB,1690658224
460,najran,17.4924,44.1277,306.06,14,overcast clouds,2.51,SA,1690657775
461,makokou,0.5738,12.8642,297.89,73,overcast clouds,1.02,GA,1690657957
462,bamboo flat,11.7,92.7167,302.2,79,mist,5.14,IN,1690657886
463,marathon,44.9,-89.7668,299.89,57,broken clouds,4.63,US,1690658225
464,mirny,62.5353,113.9611,287.12,75,overcast clouds,1.97,RU,1690657813
465,lospalos,-8.5186,127.0025,293.55,89,few clouds,2.65,TL,1690658226
466,miahuatlan de porfirio diaz,16.3333,-96.6,298.69,55,light rain,3.11,MX,1690658226
467,luganville,-15.5333,167.1667,295.17,74,overcast clouds,4.9,VU,1690658226
468,coruripe,-10.1256,-36.1756,298.38,83,few clouds,4.01,BR,1690658226
469,puerto carreno,6.189,-67.4859,305.14,62,scattered clouds,1.54,CO,1690658227
470,owen sound,44.5672,-80.9435,297.77,64,clear sky,2.68,CA,1690658044
471,buurhakaba,2.8026,44.0781,297.43,74,broken clouds,7.27,SO,1690658227
472,shurugwi,-19.6702,30.0059,289.01,32,clear sky,3.08,ZW,1690658227
473,pyhajarvi,67.0701,27.2176,285.88,97,light rain,3.06,FI,1690658227
474,al jahra',29.3375,47.6581,310.79,10,clear sky,5.5,KW,1690658228
475,dehloran,32.6941,47.2679,310.96,10,clear sky,3.13,IR,1690658228
476,kirensk,57.7853,108.1119,290.23,92,overcast clouds,1.62,RU,1690657801
477,roma,43.2128,-75.4557,295.9,94,heavy intensity rain,1.54,US,1690658228
478,tomatlan,19.9333,-105.25,308.78,42,clear sky,3.5,MX,1690658228
479,crane,31.3974,-102.3501,308.28,21,clear sky,5.77,US,1690657775
480,atherton,53.5237,-2.4935,291.64,70,overcast clouds,1.79,GB,1690658220
481,nemuro,43.3236,145.575,291.12,97,moderate rain,3.69,JP,1690658230
482,hassi messaoud,31.6804,6.0729,315.12,6,clear sky,3.51,DZ,1690657793
483,antsiranana,-12.2787,49.2917,295.7,68,clear sky,5.26,MG,1690658230
484,smithers,54.7804,-127.1743,298.3,36,clear sky,0.99,CA,1690657766
485,vanino,49.0869,140.2543,289.97,99,overcast clouds,0.7,RU,1690658230
486,kuytun,54.3419,101.5036,291.21,94,light rain,4.82,RU,1690658231
487,biscarrosse,44.3945,-1.1672,295.12,78,broken clouds,3.6,FR,1690658231
488,enewetak,11.3474,162.3373,300.18,88,heavy intensity rain,8.8,MH,1690657667
489,sarakhs,36.5449,61.1577,305.54,15,clear sky,4.67,IR,1690658231
490,nizhniy kuranakh,58.8353,125.4869,286.41,94,clear sky,0.65,RU,1690658231
491,porto de moz,-1.7483,-52.2383,306.47,48,overcast clouds,0.4,BR,1690658232
492,malvan,16.0667,73.4667,299.59,85,overcast clouds,5.9,IN,1690658232
493,weno,7.4515,151.8468,300.12,89,light rain,2.06,FM,1690658232
494,chui,-33.6971,-53.4616,284.75,63,overcast clouds,3.46,UY,1690658232
495,arno,60.1167,18.6333,292.47,62,broken clouds,2.62,SE,1690658233
496,toliara,-23.35,43.6667,291.74,71,clear sky,1.56,MG,1690658233
497,tuzha,57.6062,47.936,292.47,89,light rain,3.9,RU,1690658233
498,champerico,14.3,-91.9167,301.39,80,light rain,3.22,GT,1690657692
499,alice springs,-23.7,133.8833,285.9,100,fog,0.0,AU,1690658233
500,chunskiy,56.0815,99.6342,291.11,97,moderate rain,3.72,RU,1690658233
501,labrador city,52.9463,-66.9114,285.21,73,overcast clouds,3.69,CA,1690657720
502,virac,13.6333,124.2167,296.98,79,overcast clouds,5.87,PH,1690658234
503,da nang,16.0678,108.2208,301.14,89,scattered clouds,0.51,VN,1690658234
504,cam ranh,11.9214,109.1591,301.13,78,few clouds,4.12,VN,1690658234
505,okahao,-17.885,15.0667,288.19,30,few clouds,5.64,NA,1690658234
506,gassol,8.5333,10.4667,299.47,75,few clouds,2.35,NG,1690658235
507,aioun,16.6614,-9.6149,300.48,61,light rain,9.73,MR,1690658235
508,awjilah,29.1081,21.2869,306.25,23,clear sky,2.98,LY,1690658235
509,mamuju,-2.6748,118.8885,298.12,83,broken clouds,1.52,ID,1690658235
510,hluti,-27.2167,31.6167,294.17,34,clear sky,3.98,SZ,1690658235
511,guymon,36.6828,-101.4816,305.15,45,clear sky,4.12,US,1690658236
512,la roda,39.2167,-2.15,307.0,15,clear sky,4.45,ES,1690658236
513,puerto colombia,10.9878,-74.9547,308.2,74,overcast clouds,7.14,CO,1690658236
514,novyy turtkul',41.55,61.0167,298.1,20,clear sky,4.25,UZ,1690658236
515,constanta,44.1833,28.65,295.76,67,overcast clouds,5.56,RO,1690658237
516,paradip garh,20.3167,86.6167,302.61,81,overcast clouds,4.36,IN,1690658237
517,mizdah,31.4451,12.9801,309.42,13,clear sky,4.28,LY,1690657865
518,kulhudhuffushi,6.6221,73.07,301.31,77,broken clouds,6.95,MV,1690657919
519,faya-largeau,17.9257,19.1043,310.23,12,clear sky,4.4,TD,1690658237
520,petropavl,54.8753,69.1628,290.67,77,clear sky,3.2,KZ,1690658238
521,nicoya,10.1483,-85.452,304.14,68,light rain,0.17,CR,1690658238
522,codrington,-38.2667,141.9667,283.35,86,few clouds,7.78,AU,1690657645
523,linghai,41.1653,121.3667,297.28,96,overcast clouds,4.55,CN,1690658238
524,yigo village,13.5361,144.8886,298.77,92,clear sky,2.06,GU,1690658238
525,mahajanga,-15.7167,46.3167,295.06,54,clear sky,2.64,MG,1690657764
526,namie,37.4833,141.0,297.99,90,clear sky,1.65,JP,1690657983
527,zharkent,44.1628,80.0,295.94,31,clear sky,1.8,KZ,1690658239
528,remire-montjoly,4.9167,-52.2667,303.17,70,clear sky,6.17,GF,1690657826
529,cromer,52.9312,1.2989,294.16,67,clear sky,6.92,GB,1690658240
530,suez,29.9737,32.5263,300.76,59,clear sky,5.97,EG,1690658116
531,san jorge,-31.8962,-61.8598,293.62,35,clear sky,6.39,AR,1690658240
532,vanimo,-2.6741,141.3028,298.02,91,overcast clouds,0.49,PG,1690658241
533,alo,7.4178,6.7371,296.71,96,overcast clouds,1.57,NG,1690658241
534,karatau,43.1667,70.4667,298.41,28,clear sky,2.39,KZ,1690658241
535,vilyuysk,63.7553,121.6247,286.77,67,clear sky,1.7,RU,1690657997
536,qal'ah-ye shahr,35.5473,65.5676,292.28,44,overcast clouds,2.62,AF,1690658242
537,rokytne,51.2796,27.214,289.31,75,few clouds,1.08,UA,1690658242
538,eynesil,41.0645,39.1438,294.99,77,scattered clouds,2.27,TR,1690658242
539,leua,48.2156,18.6071,292.83,85,light rain,1.49,SK,1690658243
540,gongzhuling,43.5008,124.8198,296.72,87,overcast clouds,7.18,CN,1690658243
541,rengo,-34.4167,-70.8667,298.47,57,overcast clouds,1.08,CL,1690658244
542,kiunga,-6.1219,141.2906,295.29,99,overcast clouds,1.71,PG,1690658244
543,san pedro,14.35,121.0167,297.77,98,overcast clouds,0.0,PH,1690657805
544,kralendijk,12.15,-68.2667,304.14,70,broken clouds,7.72,BQ,1690657900
545,cabedelo,-6.9811,-34.8339,302.52,80,broken clouds,4.45,BR,1690657727
546,sault ste. marie,46.5168,-84.3333,296.46,49,clear sky,6.17,CA,1690657597
547,kuraymah,18.55,31.85,310.57,17,clear sky,3.37,SD,1690658245
548,arteche,12.2645,125.4048,300.03,82,moderate rain,4.06,PH,1690657733
549,horta,38.5333,-28.6333,298.72,80,few clouds,7.2,PT,1690657804
550,tucumcari,35.1717,-103.725,309.79,21,clear sky,4.12,US,1690658246
551,bequimao,-2.4489,-44.7825,305.33,50,clear sky,2.49,BR,1690658246
552,yangshuo,24.7808,110.4897,299.16,93,overcast clouds,0.68,CN,1690658247
553,giado,31.9582,12.0203,308.43,14,clear sky,3.09,LY,1690658247
554,aswan,24.0934,32.907,310.61,14,scattered clouds,9.02,EG,1690657701
555,howrah,22.5892,88.3103,302.15,94,haze,2.06,IN,1690657788
556,timimoun,29.2639,0.231,318.36,6,clear sky,1.54,DZ,1690658247
557,gaalkacyo,6.7697,47.4308,301.56,55,overcast clouds,9.39,SO,1690658248
558,bikenibeu village,1.3673,173.1241,301.13,89,light rain,2.57,KI,1690658248
559,tavsanli,39.5424,29.4987,291.41,50,clear sky,2.05,TR,1690658248
560,ingeniero guillermo n. juarez,-23.9,-61.85,299.61,34,clear sky,2.47,AR,1690658248
561,nishinoomote,30.7333,131.0,300.82,81,overcast clouds,5.66,JP,1690658249
562,ponta delgada,37.7333,-25.6667,297.55,83,few clouds,6.17,PT,1690658249
563,kilindoni,-7.9139,39.6668,297.54,75,clear sky,5.59,TZ,1690658249
564,nanpara,27.8667,81.5,301.3,83,overcast clouds,1.32,IN,1690658249
565,rhinelander,45.6366,-89.4121,298.01,50,scattered clouds,4.12,US,1690658211
566,vicuna,-30.0319,-70.7081,306.36,19,broken clouds,2.42,CL,1690658250
567,kamloops,50.6665,-120.3192,300.79,39,few clouds,1.54,CA,1690657974
568,island harbour,50.724,-1.2758,293.23,82,overcast clouds,2.24,GB,1690657947
569,ghat,24.9647,10.1728,309.27,11,overcast clouds,5.29,LY,1690657852
570,gobabis,-22.45,18.9667,278.55,56,clear sky,4.2,NA,1690658250
571,celica,-4.1167,-79.95,298.71,39,broken clouds,0.45,EC,1690658251
572,galliano,29.4422,-90.2992,309.26,49,clear sky,3.09,US,1690657722
573,papao,-17.75,-149.55,299.97,77,clear sky,11.66,PF,1690658251
574,brindisi,40.5833,17.6667,301.36,58,clear sky,1.62,IT,1690658251
575,monrovia,6.3005,-10.7969,300.02,81,overcast clouds,5.63,LR,1690658252
576,pandan,14.0453,124.1694,300.22,81,overcast clouds,4.49,PH,1690658252
577,sidi bennour,32.6524,-8.4277,300.85,45,clear sky,6.55,MA,1690658252
578,samfya,-11.3649,29.5565,293.89,34,clear sky,1.4,ZM,1690658252
579,rimouski,48.4488,-68.524,294.25,64,overcast clouds,5.17,CA,1690658253
580,hashtrud,37.4779,47.0508,297.47,49,overcast clouds,7.14,IR,1690658253
581,fort mcmurray,56.7268,-111.381,296.92,40,clear sky,2.57,CA,1690658124
582,oum hadjer,13.2954,19.6966,307.43,36,overcast clouds,2.33,TD,1690657960
583,kiruna,67.8557,20.2251,283.66,93,light rain,5.14,SE,1690657780
584,obama,35.4958,135.746,300.35,84,clear sky,3.53,JP,1690658253
585,malanje,-9.5402,16.341,296.99,23,clear sky,0.87,AO,1690658254
